AMT_INCOME_TOTAL,DAYS_EMPLOYED,NAME_INCOME_TYPE,CNT_CHILDREN,FLAG_OWN_CAR,FLAG_OWN_REALTY,TARGET
926376,-12775,Commercial associate,0,N,Y,0
932842,-8395,Commercial associate,0,N,N,0
259435,-5840,Working,1,N,Y,1
492353,-12045,Working,1,Y,N,1
496518,-6205,Commercial associate,0,N,Y,0
244494,-5840,Commercial associate,1,N,N,1
309754,-7665,Working,0,Y,N,1
320696,-12775,Working,0,N,Y,0
361085,-4015,Working,1,N,Y,1
157251,-10585,Working,3,N,Y,1
351231,-5475,Working,2,N,Y,0
513230,-10220,State servant,2,Y,Y,0
760520,-6935,Commercial associate,0,Y,N,0
357075,-4380,Working,0,N,Y,0
117562,365243,Pensioner,2,Y,Y,1
166572,-2920,Working,2,N,Y,1
476137,-8030,Working,1,N,Y,1
128082,-11315,Working,1,N,Y,1
140577,365243,Pensioner,1,N,Y,1
164883,365243,Pensioner,0,N,N,1
567209,-12775,Commercial associate,0,N,N,0
321435,-1825,Working,0,N,N,1
831395,-8395,Commercial associate,1,N,Y,0
273083,-6205,Working,2,N,N,1
656237,-2920,Commercial associate,3,N,N,1
812026,-1825,Commercial associate,1,N,N,1
459083,-11315,Working,1,N,Y,1
456477,-12045,Working,1,Y,Y,0
185470,-1095,State servant,2,Y,N,1
162259,365243,Pensioner,1,Y,Y,1
124745,365243,Pensioner,0,N,Y,1
148215,365243,Pensioner,0,N,N,1
242127,-8760,Working,1,N,N,1
383886,-3285,State servant,0,N,N,0
483703,-9490,Working,1,Y,Y,0
235183,-5110,Commercial associate,2,N,N,1
132143,-11680,Working,0,N,N,1
276848,-730,Commercial associate,0,Y,N,1
211689,-1460,Working,1,N,N,1
519898,-2555,State servant,0,N,N,0
428391,-3650,Working,0,N,N,0
296322,-10220,Working,2,Y,N,1
102703,365243,Pensioner,0,N,Y,1
329338,-12410,State servant,1,Y,N,0
211361,365243,Pensioner,0,Y,Y,1
496770,-5840,Working,0,N,Y,0
409113,-365,Working,2,N,N,1
464822,-8760,Working,1,N,N,1
184564,-2190,Working,2,N,Y,1
226187,-12410,Working,0,N,N,1
575950,-13870,Commercial associate,0,Y,Y,0
801109,-11315,Commercial associate,1,N,Y,0
559511,-9490,Commercial associate,2,N,Y,0
501065,-6935,Commercial associate,0,N,N,0
247905,365243,Pensioner,0,Y,N,1
140883,-13870,Working,0,N,Y,1
4849,0,Student,1,N,Y,1
490566,-4015,Working,2,N,Y,1
282730,-4745,Working,1,N,Y,1
813710,-5475,Commercial associate,0,N,N,0
377264,-12045,Working,0,N,Y,0
127795,365243,Pensioner,1,N,Y,1
142523,-4380,Working,0,N,Y,1
310476,-1460,State servant,1,Y,N,1
454572,-11680,Commercial associate,0,Y,Y,0
281823,-10585,Commercial associate,0,Y,Y,1
559512,-14235,Commercial associate,1,Y,Y,0
138623,365243,Pensioner,2,N,Y,1
223189,-12045,Working,0,Y,N,1
556979,-4015,Commercial associate,0,N,N,0
106088,-3285,Working,2,N,N,1
336004,-4380,Working,0,N,Y,0
386584,-8030,Working,0,N,Y,0
238896,-10950,Working,0,Y,N,1
170914,-6935,State servant,1,N,N,1
417649,-2920,Working,1,Y,Y,0
202594,-730,Commercial associate,0,N,Y,1
423941,-12045,Working,1,N,Y,0
126990,365243,Pensioner,0,N,Y,1
87459,365243,Pensioner,1,N,N,1
204405,365243,Pensioner,0,N,Y,1
312480,-7300,State servant,0,Y,Y,0
11137,0,Student,1,N,N,1
248893,-2190,State servant,0,N,Y,1
128488,365243,Pensioner,3,N,N,1
279350,-9490,State servant,0,N,Y,1
230305,-6570,Working,1,N,Y,1
65689,0,Student,0,N,Y,1
474261,-8395,Working,0,Y,Y,0
485756,-5475,Working,0,N,Y,0
590523,-6205,Commercial associate,0,N,Y,0
255812,-7300,Working,2,N,Y,1
262814,-2190,Working,1,Y,Y,1
488034,-9855,Working,0,Y,N,1
30178,0,Student,2,N,N,1
911423,-4380,Commercial associate,1,N,N,0
335221,-8030,Working,1,N,Y,0
295672,-10585,Commercial associate,0,N,Y,1
398706,-8760,State servant,3,Y,Y,0
291157,-365,Working,1,Y,Y,1
286529,365243,Pensioner,2,N,N,1
210302,365243,Pensioner,0,N,Y,1
354055,-730,Working,2,N,Y,1
360603,-5110,Working,3,N,N,1
205035,-10585,Working,1,N,Y,1
124838,-14235,Working,3,Y,N,1
158308,-10950,Working,0,Y,N,1
544929,-4380,State servant,1,Y,Y,0
388874,-12410,Working,1,N,N,1
679221,-4015,Commercial associate,1,N,N,0
592838,-730,Commercial associate,0,Y,N,1
248455,-1825,Working,1,N,Y,1
274403,-8030,State servant,0,N,Y,1
586196,0,State servant,0,Y,N,0
692356,-4015,Commercial associate,1,N,Y,0
826414,-3285,Commercial associate,1,N,N,0
193196,-1825,Working,0,Y,N,1
102420,-11680,Working,2,Y,N,1
327676,-12775,Working,1,Y,Y,1
193747,365243,Pensioner,2,N,Y,1
379729,-5475,Working,0,Y,Y,0
647814,-5840,Commercial associate,0,N,Y,0
451496,-9490,Working,2,N,N,1
107344,-365,Working,0,Y,Y,1
500678,-12045,State servant,1,N,N,0
104696,-9855,Working,0,N,Y,1
417402,-13505,Working,0,N,N,1
422047,-6205,Commercial associate,2,N,Y,0
129948,-1460,Working,0,N,N,1
309002,-9855,Working,0,N,N,0
61463,0,Student,1,N,Y,1
374879,-5475,Working,1,N,Y,0
43232,0,Student,0,N,Y,1
263380,-3285,Working,0,Y,N,1
443802,-14235,Working,0,N,Y,0
154716,-3285,Working,0,N,Y,1
252834,-365,Working,2,N,Y,1
390862,-6935,Commercial associate,1,N,N,1
184661,-11680,Working,2,N,N,1
109275,-12775,Working,0,N,Y,1
412637,-5840,Commercial associate,0,N,Y,0
766713,-5110,Commercial associate,1,Y,N,0
55391,365243,Pensioner,1,N,N,1
389112,-4745,Working,1,N,Y,1
451707,-3285,Commercial associate,0,N,N,0
349336,-5840,State servant,2,N,N,0
722040,-5110,Commercial associate,0,N,N,0
59301,0,Student,1,Y,Y,1
327558,-6205,Commercial associate,1,N,Y,0
146873,-7300,Working,0,N,N,1
418265,-1460,State servant,2,N,Y,0
755976,-730,Commercial associate,1,N,N,1
406688,-12410,Working,0,N,Y,0
438141,-5110,Working,1,N,Y,0
235380,-2190,State servant,1,N,N,1
203467,-4380,Working,0,N,N,1
249519,-13140,Working,2,N,Y,1
231468,-6205,State servant,1,Y,N,1
318123,-3650,Working,0,Y,Y,0
100969,-5840,Working,1,N,Y,1
18223,0,Student,0,N,N,1
375055,-8760,Working,1,N,N,1
410748,-1825,Working,1,N,Y,1
403019,-365,Working,0,N,N,1
444734,-4745,Commercial associate,0,N,N,0
277866,365243,Pensioner,3,N,Y,1
110064,365243,Pensioner,1,Y,N,1
133033,-12410,Working,2,Y,N,1
913695,-6935,Commercial associate,2,Y,N,0
373808,-10950,Commercial associate,1,N,Y,0
365189,-10220,Commercial associate,3,N,Y,0
310670,-6935,Working,3,N,Y,1
570825,-5475,State servant,0,N,Y,0
465446,-13505,Commercial associate,1,N,N,0
323811,-3285,Commercial associate,0,N,Y,0
447428,0,State servant,0,Y,N,1
194797,365243,Pensioner,0,Y,N,1
116705,-9855,Working,0,N,Y,1
368598,-7300,State servant,0,Y,Y,0
485198,-11680,Working,0,N,N,0
283335,-12775,Commercial associate,2,N,N,1
779565,-5840,Commercial associate,2,N,N,0
106575,-1460,Working,1,N,Y,1
354686,-7665,Working,1,Y,N,1
257115,365243,Pensioner,1,Y,Y,1
37982,0,Student,0,Y,Y,1
143408,-8395,Working,2,Y,Y,1
934330,0,Commercial associate,0,N,Y,0
286983,-14235,Working,1,Y,Y,0
203669,365243,Pensioner,3,Y,Y,1
373076,-12045,Working,0,N,Y,1
185549,-365,Working,3,N,Y,1
118409,-4015,Working,2,N,N,1
376031,-11680,Commercial associate,1,N,Y,0
819883,-12775,Commercial associate,0,Y,N,0
140470,365243,Pensioner,0,N,N,1
467129,-4745,Working,0,Y,Y,0
483887,-4380,Working,1,N,Y,0
277628,-2555,Working,0,N,N,1
135968,365243,Pensioner,2,N,Y,1
363277,-8760,Commercial associate,0,N,N,0
453004,-4015,Working,1,Y,Y,0
306500,-4015,Commercial associate,0,N,N,1
461634,-3285,Working,0,Y,Y,0
170775,-10950,Working,2,Y,Y,0
299387,-3650,Working,1,N,Y,1
205806,-13870,Working,2,N,N,1
179326,365243,Pensioner,1,N,N,1
266561,-7300,Working,2,N,Y,1
482788,-7665,Working,0,N,N,1
293191,-2920,Working,0,N,N,1
265992,-12410,Working,1,N,Y,1
459510,0,Working,2,N,Y,1
289037,-2555,Commercial associate,0,N,N,1
15684,0,Student,1,N,N,1
157826,-13870,State servant,1,N,N,1
106508,-11680,Working,2,N,Y,1
169734,-365,State servant,0,Y,Y,1
459536,-12775,Working,0,Y,Y,0
473705,-9490,Working,0,Y,N,1
615126,-13870,Commercial associate,1,Y,Y,0
136593,-8395,Working,1,Y,Y,0
127546,-11315,Working,2,N,Y,1
630818,-3650,Commercial associate,1,N,N,0
164284,-11315,State servant,2,N,Y,0
976827,-8030,Commercial associate,0,N,Y,0
228941,-8395,Commercial associate,1,N,N,1
444157,-13140,Working,1,N,Y,1
276087,-365,Working,0,Y,N,1
140534,365243,Pensioner,1,N,N,1
737831,-365,Commercial associate,0,N,N,0
299783,365243,Pensioner,1,Y,N,1
391199,-13140,Working,2,N,N,1
174115,365243,Pensioner,2,N,N,1
932581,-730,Commercial associate,0,N,Y,1
281410,-14235,Working,2,N,N,1
520602,-12775,Commercial associate,2,N,N,0
312632,-6570,State servant,0,Y,N,0
364016,-10950,Working,1,N,N,1
194499,365243,Pensioner,0,N,N,1
197932,-1095,Working,1,N,Y,1
331602,-10220,Working,0,N,Y,0
202721,365243,Pensioner,0,N,N,1
497084,-12045,Working,0,N,Y,0
187702,365243,Pensioner,2,N,Y,1
8360,0,Student,3,N,Y,1
53651,0,Student,1,N,Y,1
193758,-7300,Working,0,Y,Y,1
250821,-12410,Working,0,N,N,1
297292,-10220,Working,1,N,Y,1
601295,-8395,Commercial associate,2,N,Y,0
204319,-730,Working,0,N,N,1
242326,-1460,State servant,1,N,N,1
769027,-12410,Commercial associate,0,N,N,1
776253,-7665,Commercial associate,0,N,N,0
612453,-11680,Commercial associate,2,Y,Y,0
49615,0,Student,0,N,Y,1
416062,-11680,Working,1,N,Y,0
153468,-6570,State servant,0,Y,Y,1
102136,365243,Pensioner,2,N,Y,1
420072,-12775,State servant,0,N,N,0
359525,-2190,Working,0,N,Y,0
441355,-7300,Working,0,Y,N,0
184422,-9855,State servant,0,Y,Y,0
438144,-1095,Working,0,Y,Y,0
487451,-10220,Working,0,Y,Y,1
140257,365243,Pensioner,1,Y,Y,1
63654,0,Student,2,Y,N,1
363051,-11315,Working,1,N,Y,1
271614,-10220,Working,0,Y,Y,1
537774,-2555,Commercial associate,0,Y,Y,0
401818,-5475,State servant,1,N,Y,0
456377,-6935,State servant,0,Y,Y,0
426243,-4380,Working,2,N,Y,0
70180,365243,Pensioner,0,N,N,1
909830,-9490,Commercial associate,1,N,N,0
479397,-3285,Working,0,N,Y,0
583043,-12045,Commercial associate,0,N,Y,0
121483,-11680,Working,0,N,N,1
401362,-13140,State servant,0,Y,Y,0
347647,-12045,Working,0,N,N,1
905829,-5840,Commercial associate,0,N,N,0
494689,-10220,Working,1,N,N,1
203015,365243,Pensioner,0,N,N,1
255673,-6570,Working,1,N,Y,1
540492,-4380,Commercial associate,0,Y,Y,0
265392,-2920,Working,1,Y,Y,1
491801,-4745,Working,2,N,N,1
493640,-730,Working,3,N,Y,1
399302,-4015,Commercial associate,1,Y,N,0
424597,-10585,Working,1,Y,N,0
177568,-7300,Working,0,N,Y,1
324478,-12045,Working,0,N,Y,0
155450,-8395,Working,0,N,N,1
334494,-365,Working,3,N,N,1
284781,365243,Pensioner,2,N,N,1
550607,-8395,State servant,0,N,N,0
399739,-5840,Working,0,N,N,0
273396,-13870,Commercial associate,0,Y,Y,0
335941,-2555,State servant,0,N,Y,0
190254,-12410,Working,1,N,N,1
300043,-1095,Working,1,Y,N,0
14610,0,Student,0,N,N,1
750343,-6570,Commercial associate,0,N,Y,0
261057,-2920,Working,1,N,N,1
432705,-2190,Working,1,N,Y,0
277507,-6570,Working,1,N,N,1
825921,-10220,Commercial associate,0,N,N,0
450156,-11315,Commercial associate,1,Y,Y,0
51265,365243,Pensioner,0,Y,Y,1
264451,-13870,Working,2,Y,Y,1
627612,-4380,Commercial associate,0,N,N,0
127179,365243,Pensioner,0,N,Y,1
269565,-11680,Working,2,N,Y,1
138930,-7300,Working,0,N,N,1
12992,0,Student,0,N,Y,1
341359,-2555,Working,0,N,N,1
398800,-12045,Working,0,N,N,0
250601,365243,Pensioner,0,N,Y,1
242432,-6570,Working,0,N,N,1
52703,365243,Pensioner,1,N,Y,1
257884,365243,Pensioner,1,N,Y,1
109867,365243,Pensioner,0,N,Y,1
206276,-12045,Working,0,N,Y,1
306899,-14235,Working,1,N,Y,0
70350,0,Student,1,N,Y,1
450763,-12410,Working,0,Y,Y,0
253488,-1460,Working,0,Y,Y,1
527282,-3650,Commercial associate,0,N,Y,0
761327,-12775,Commercial associate,2,N,Y,0
406511,-10585,Commercial associate,0,N,Y,0
196342,-13505,Working,0,Y,N,1
207773,-9125,State servant,0,N,N,0
240413,365243,Pensioner,0,Y,Y,1
170779,365243,Pensioner,1,Y,N,1
435954,-10220,State servant,0,N,N,1
230846,-13870,State servant,0,N,Y,0
247712,-3285,Working,3,N,N,1
195227,365243,Pensioner,1,Y,N,1
892908,-7300,Commercial associate,0,N,Y,0
294042,-6935,Working,0,Y,N,1
139906,-7665,Working,0,N,N,1
897946,-365,Commercial associate,1,N,N,1
429449,-12410,State servant,0,N,N,0
183394,-11680,Working,0,Y,Y,1
206898,-13140,Working,0,N,Y,1
145933,365243,Pensioner,3,N,Y,1
389192,-1460,Working,0,N,N,1
687377,-12775,Commercial associate,2,N,Y,0
191633,-12045,State servant,1,N,N,1
390898,-730,Working,0,N,Y,1
177952,-12775,Working,1,Y,Y,1
315080,-7665,Working,1,N,Y,0
166064,-7665,Working,1,N,Y,1
233718,365243,Pensioner,3,N,Y,1
398055,-13870,Working,0,N,Y,0
137983,365243,Pensioner,0,N,N,1
484971,-9490,Working,0,N,Y,0
358456,-6205,Commercial associate,2,N,N,1
415754,-4745,Commercial associate,0,Y,N,0
3573,0,Student,0,Y,Y,1
155421,-12775,Working,0,Y,Y,0
407584,-2555,Working,1,N,Y,1
447368,-9125,Commercial associate,0,Y,Y,0
774172,-8760,Commercial associate,0,N,Y,0
319526,-3285,Working,0,N,N,1
481672,-5840,Working,2,N,N,1
221886,-2555,Working,1,N,Y,1
185898,-10585,Working,0,N,Y,1
986228,-4015,Commercial associate,0,N,N,0
275326,-1095,Working,1,Y,Y,1
129152,-1825,Working,0,N,N,1
206609,-6205,Commercial associate,1,Y,Y,0
835665,-2190,Commercial associate,2,N,Y,0
323573,-7665,Working,0,N,Y,0
300131,-10950,Commercial associate,1,N,Y,0
735506,-6205,Commercial associate,2,N,Y,0
54286,365243,Pensioner,2,Y,Y,1
696405,-3650,Commercial associate,1,N,Y,0
254886,-2555,Working,0,N,N,1
245485,-13505,Commercial associate,0,N,N,1
152290,-10220,Working,0,N,Y,1
172944,-2190,Working,2,N,N,1
436109,-8760,Working,0,Y,Y,0
169222,-12775,Working,1,Y,Y,1
112268,-10220,Working,1,Y,N,1
894873,-3285,Commercial associate,2,N,Y,0
346501,-5110,Working,0,Y,Y,0
234048,-730,Working,1,Y,N,1
385950,-7665,Working,1,N,Y,0
122474,-4015,Working,0,N,Y,1
715182,-12045,Commercial associate,3,Y,Y,0
442318,-13140,Working,1,N,Y,0
139860,365243,Pensioner,2,N,Y,1
112410,-12410,Working,0,N,Y,1
382031,-9490,Working,1,N,Y,0
380257,-8395,Working,0,Y,Y,0
202255,-1095,Working,1,N,Y,1
414627,-6935,Working,1,Y,N,1
985338,-12775,Commercial associate,0,N,Y,0
546260,-11680,State servant,0,N,Y,0
352982,-5475,Working,0,Y,Y,0
4125,0,Student,1,Y,N,1
343251,0,Working,1,Y,Y,0
305237,-10950,Working,1,N,Y,0
287370,-5840,Working,0,N,Y,1
479863,-5110,State servant,0,N,Y,0
115355,365243,Pensioner,0,N,Y,1
122129,-9125,Working,2,N,N,1
250022,0,State servant,0,N,Y,1
273196,-12775,Working,1,N,Y,1
213765,365243,Pensioner,1,N,Y,1
2700,0,Student,3,N,Y,1
398074,-10950,Working,0,N,Y,0
707619,-6570,Commercial associate,1,N,N,0
225460,365243,Pensioner,2,N,N,1
205858,-2555,Working,0,N,Y,1
723492,-8760,Commercial associate,0,N,N,0
909453,-9855,Commercial associate,0,Y,Y,0
292814,-10585,Commercial associate,1,N,N,1
155535,-5110,Working,0,Y,N,1
292848,-11680,Working,0,N,N,1
150631,365243,Pensioner,0,N,N,1
270236,-9490,Working,0,N,Y,1
636330,-5840,Commercial associate,2,N,N,0
250244,-5110,State servant,1,N,Y,0
47369,0,Student,0,N,N,1
146557,-12045,Working,0,Y,Y,1
173141,365243,Pensioner,1,N,N,1
279837,-13505,Commercial associate,1,N,Y,0
990404,-5475,Commercial associate,0,N,Y,0
398271,-8760,State servant,0,Y,Y,0
16587,0,Student,1,N,N,1
855291,-8030,Commercial associate,0,N,Y,0
251163,-6570,State servant,0,N,Y,0
15993,0,Student,0,N,N,1
590925,0,State servant,0,N,Y,1
254694,365243,Pensioner,0,Y,Y,1
512279,-11315,Commercial associate,1,Y,Y,0
451499,-13140,State servant,1,N,N,0
253079,-5475,Working,0,N,Y,1
463195,-3650,Working,2,Y,Y,0
234984,-5110,State servant,2,N,Y,1
24833,0,Student,2,N,Y,1
920570,-3285,Commercial associate,0,N,Y,0
53574,0,Student,1,N,Y,1
232248,365243,Pensioner,0,N,N,1
396857,-9490,Working,3,Y,N,1
173247,-8395,Working,1,Y,Y,0
437740,-7300,Working,1,Y,Y,0
140615,-10585,Working,0,N,N,1
788160,-5475,Commercial associate,0,N,N,0
232894,-13870,Commercial associate,0,Y,Y,0
907647,-1460,Commercial associate,0,Y,Y,0
193953,-5110,State servant,1,N,Y,0
217183,-2190,Working,1,N,Y,1
256319,-13140,Working,0,Y,Y,1
204890,-2555,State servant,1,N,Y,1
418629,-7665,Working,0,N,Y,1
209429,-5840,Working,0,N,N,1
55383,365243,Pensioner,1,Y,Y,1
199354,-2190,Working,0,N,Y,1
288333,-10950,State servant,0,Y,Y,0
410573,-3650,Working,0,Y,Y,0
336932,-2920,Working,0,N,N,1
482907,-4745,Working,2,N,N,1
499138,-8395,Working,3,N,Y,1
255846,-11680,Working,0,N,N,1
169879,365243,Pensioner,1,N,Y,1
291575,365243,Pensioner,0,N,N,1
241257,-13140,Working,1,N,N,1
268774,-9125,Working,0,N,N,1
914473,0,Commercial associate,2,N,Y,1
869312,-365,Commercial associate,0,Y,Y,1
265127,-12045,Working,0,Y,N,1
724204,-11315,Commercial associate,0,Y,Y,0
107943,-9490,Working,2,N,Y,1
293684,-12045,Working,0,N,N,1
310947,-3650,Commercial associate,0,N,Y,0
82401,365243,Pensioner,0,Y,Y,1
2846,0,Student,1,N,N,1
299939,-12410,Working,0,Y,N,1
264919,-7300,State servant,1,N,N,1
471567,-10585,State servant,3,N,N,0
140765,-13870,Working,0,Y,N,1
581522,-3650,Commercial associate,3,Y,N,0
254534,-9125,Working,1,Y,N,1
353831,-13505,Working,0,N,Y,1
52545,0,Student,1,N,N,1
109185,-1095,Working,0,N,N,1
326236,-1095,Working,2,N,N,1
158527,-3285,Working,0,Y,N,1
454349,-8760,Working,2,N,Y,1
185278,365243,Pensioner,1,N,Y,1
584062,-4380,Commercial associate,2,N,Y,0
785162,-8030,Commercial associate,0,N,N,0
170400,-4380,Working,3,N,Y,1
182844,-7300,Working,0,N,N,1
466393,-4015,Working,0,Y,Y,1
813687,-3650,Commercial associate,1,N,Y,0
283956,-10950,Commercial associate,1,N,N,1
339352,-10220,Commercial associate,0,Y,Y,0
328749,-4380,Working,0,N,Y,0
68495,0,Student,0,N,Y,1
953222,-10220,Commercial associate,1,N,Y,0
524151,-4015,State servant,0,N,N,0
255573,365243,Pensioner,0,N,Y,1
90273,365243,Pensioner,1,N,Y,1
158565,-365,Working,0,N,N,1
183135,365243,Pensioner,0,N,Y,1
174398,-14235,Working,0,Y,Y,0
37214,0,Student,0,N,Y,1
394481,-4745,Working,1,N,N,1
96913,0,Student,1,N,N,1
461770,-4015,Working,0,Y,Y,0
190236,-2190,Working,2,Y,Y,1
269461,-6935,Working,3,Y,Y,1
759070,-5840,Commercial associate,0,Y,Y,0
412630,-5840,Working,1,N,Y,0
257855,-9855,Working,0,N,N,1
456335,-8760,Working,0,N,Y,1
201471,-1460,Working,3,N,Y,1
395613,-7300,Working,0,N,N,1
372849,-8030,Working,0,N,Y,0
145318,-8395,Working,0,N,N,1
177841,-365,State servant,0,N,Y,1
658696,-11315,Commercial associate,1,Y,N,0
437648,-5475,Commercial associate,0,N,N,0
394411,-8760,Working,1,N,N,0
530322,-9490,State servant,0,Y,Y,0
437066,-10585,Working,0,N,N,0
309796,-12775,Commercial associate,3,Y,N,0
337497,-6570,Working,0,N,Y,1
288365,365243,Pensioner,0,N,Y,1
203245,-3650,Working,2,Y,Y,1
284632,365243,Pensioner,1,N,Y,1
143654,-2190,Working,2,N,Y,1
383103,-5110,State servant,0,Y,Y,0
246540,-9490,Working,1,Y,N,1
490414,-4015,Commercial associate,1,N,N,1
298772,365243,Pensioner,0,N,N,1
393478,-10220,Working,0,N,Y,0
316402,-13505,Working,0,Y,N,1
167278,-8760,Working,2,Y,N,1
486234,-6205,State servant,2,Y,Y,0
119400,365243,Pensioner,0,N,N,1
523904,-730,Commercial associate,0,N,N,1
376022,-4015,Working,2,N,Y,0
481640,-4380,Working,0,Y,N,1
144863,0,Working,0,Y,N,1
987443,-1095,Commercial associate,0,N,N,0
256374,-730,Working,1,N,Y,1
584509,-13505,Commercial associate,0,Y,Y,0
313423,-730,Working,0,N,N,1
102539,-365,Working,1,N,N,1
734234,-11680,Commercial associate,1,N,N,1
677388,-13505,Commercial associate,0,N,N,0
45474,0,Student,0,Y,N,1
448401,-730,Working,1,N,N,1
133737,365243,Pensioner,0,N,Y,1
497439,-10220,Working,2,N,N,1
140023,-5840,Working,2,Y,N,1
155109,365243,Pensioner,0,N,Y,1
33025,0,Student,2,Y,Y,1
262784,-1825,State servant,0,N,Y,1
289471,-4745,Commercial associate,0,Y,N,0
214430,-1825,State servant,1,Y,Y,0
79952,0,Student,0,Y,Y,1
463688,-14235,Working,1,Y,N,1
498952,-365,Working,1,Y,N,1
260567,0,Working,1,N,Y,1
280760,365243,Pensioner,0,N,Y,1
344867,-4015,Working,1,N,N,0
238770,365243,Pensioner,3,N,Y,1
236241,-9855,Commercial associate,2,N,Y,1
584571,-3650,Commercial associate,0,Y,Y,0
444450,-9855,Working,0,Y,Y,0
149504,-13140,Working,0,N,Y,1
310575,-10220,Working,1,N,N,1
178595,365243,Pensioner,1,Y,N,1
547328,-4380,Commercial associate,0,N,N,0
195909,-6935,Working,0,N,N,1
245462,365243,Pensioner,0,Y,N,1
421692,-5110,Commercial associate,0,N,N,0
590958,-9125,Commercial associate,3,N,N,1
638746,-2555,Commercial associate,1,N,Y,1
236949,-11680,Working,2,N,N,1
273574,-1460,State servant,2,Y,Y,1
107805,365243,Pensioner,2,Y,Y,1
794191,-2555,Commercial associate,0,N,N,1
366634,-7665,Working,1,Y,Y,0
274830,365243,Pensioner,1,N,Y,1
296382,-3285,Working,3,Y,Y,1
311978,-13870,Working,1,Y,Y,0
189217,-7665,Working,1,N,N,1
262738,365243,Pensioner,1,Y,Y,1
341198,-10585,Working,0,N,N,0
487194,-9490,Working,2,N,Y,1
242463,-12410,Working,1,Y,N,1
101722,-7300,Working,0,Y,Y,1
561610,-8030,State servant,1,N,Y,0
252517,365243,Pensioner,2,N,N,1
175592,-4015,Working,0,Y,N,1
234114,-9125,State servant,0,Y,N,1
257051,365243,Pensioner,0,Y,N,1
685959,-13505,Commercial associate,0,N,Y,0
70707,365243,Pensioner,0,N,Y,1
574884,-10950,Commercial associate,1,N,Y,0
223933,365243,Pensioner,1,N,Y,1
367235,-2190,Working,2,N,N,1
370132,-6570,Working,1,N,Y,0
66560,365243,Pensioner,0,Y,N,1
307987,-6935,Working,1,N,Y,0
331512,-13140,Working,2,N,Y,1
376927,-10950,Working,0,N,Y,0
204718,-14235,Commercial associate,3,N,N,1
219804,-9855,Working,2,N,Y,1
271246,0,State servant,3,N,Y,1
487762,-4380,Commercial associate,1,N,Y,0
795002,-6570,Commercial associate,1,N,N,1
450850,-9490,Working,0,N,Y,0
419080,-10950,Working,2,N,Y,1
492978,-1825,Working,1,Y,Y,1
457978,-12775,Working,0,Y,N,0
285656,365243,Pensioner,0,N,N,1
545123,-13505,Commercial associate,0,Y,Y,0
273329,-8030,Working,1,N,N,1
121637,-12045,Working,2,N,Y,1
624521,-13870,Commercial associate,2,N,N,0
546482,-7665,Commercial associate,0,Y,Y,0
157407,-4015,Working,0,N,Y,1
365232,-2555,Working,1,Y,Y,0
545231,-730,Commercial associate,0,N,Y,1
344458,-14235,Commercial associate,1,N,N,0
326286,-6205,Working,1,N,N,1
213388,-5475,Working,0,N,Y,1
314885,-730,Working,1,N,Y,1
225298,-12775,Working,1,N,Y,1
419683,-8395,Commercial associate,1,Y,Y,0
452871,-12045,State servant,3,N,N,1
834328,-1460,Commercial associate,0,N,Y,1
230996,-6935,Working,1,N,Y,1
173392,-1095,Working,0,Y,Y,1
248732,365243,Pensioner,1,Y,Y,1
168043,-11315,State servant,0,Y,Y,0
511035,-7300,State servant,2,N,N,0
562986,-2920,Commercial associate,3,N,Y,1
199587,365243,Pensioner,3,Y,Y,1
185263,-8030,Working,0,Y,Y,1
907596,-5475,Commercial associate,1,N,Y,0
25490,0,Student,3,N,N,1
335479,-8760,Working,1,Y,Y,0
251377,-12775,Commercial associate,0,N,N,1
482935,-13140,Working,1,Y,N,0
469871,-9125,Working,2,Y,Y,0
264925,365243,Pensioner,0,Y,Y,1
422035,-9490,Working,1,N,N,1
169214,-3285,Working,0,N,Y,1
167002,-11315,Working,0,N,Y,1
260252,-10950,Commercial associate,0,N,Y,0
860,0,Student,0,Y,Y,1
252088,-11680,Working,0,N,Y,1
267401,-8760,Working,0,Y,Y,1
303439,-1095,Working,2,Y,N,1
706218,-5110,Commercial associate,1,Y,Y,0
977508,-1825,Commercial associate,1,N,N,1
104616,-4380,Working,0,Y,N,1
151209,-8760,Working,0,N,N,1
183142,365243,Pensioner,2,N,N,1
120936,-12410,Working,1,Y,Y,1
229100,-6935,Working,0,N,Y,1
378615,-6570,Working,2,Y,Y,0
269917,-10220,State servant,1,N,Y,1
155918,-2920,Working,0,N,Y,1
211477,-1460,Working,3,N,Y,1
423227,-4745,Working,1,Y,N,1
471488,-5840,Working,0,Y,Y,0
168483,-4015,Working,1,Y,Y,1
282213,365243,Pensioner,0,N,N,1
238387,365243,Pensioner,1,N,Y,1
58000,365243,Pensioner,0,N,N,1
248694,-10950,Working,1,N,Y,1
185702,-1460,Working,3,N,Y,1
344886,-12775,Working,0,N,Y,0
965378,-7665,Commercial associate,2,N,Y,0
403478,-4380,Working,1,Y,N,0
143347,-1825,Working,0,Y,Y,1
148215,-2555,Working,3,N,N,1
227048,-4380,Working,2,N,Y,1
196931,-10950,Working,1,N,N,1
217367,-9855,Working,0,N,Y,1
183870,-11680,Working,1,N,N,1
468205,-4015,Working,0,N,N,1
457646,-12775,Working,2,Y,Y,0
422316,-12410,Commercial associate,0,N,Y,0
197391,-5110,Working,0,N,Y,1
431642,-13140,Working,1,N,Y,0
